,id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
138,pathum-goonathilake-0181b7140,Java,JavaScript,Python Programming Language,MySQL,HTML,Cascading Style Sheets CSS,AngularJS,Nodejs,SQL,Web Development,HTML,Software Development,Microsoft Office,C,Project Management,Reactjs,Flutter,Microsoft Excel,Microsoft PowerPoint,Deep Learning,Firebase,Natural Language Processing NLP,Microsoft SQL Server,Google Cloud Platform GCP,Ubuntu,Amazon Web Services AWS,Android Development,Spring Boot,Hibernate,TypeScript,IntelliJ IDEA,React Native,Angular Material,REST API,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
139,ilias-chrysovergis-99872690,Java,C,Python Programming Language,HTML,WordPress,Machine Learning,C Programming Language,Programming,Microsoft Office,Public Speaking,C,Customer Service,Python,Time Series Analysis,Matlab,Research,C,Windows,Telecommunications,Dynamic Programming,Digital Signal Processing,Simulations,UnityD,Signal Processing,Game Theory,Antennas,Electromagnetic Fields,Analog Signal Processing,Wave Propagation,Digital Communication,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
140,nipunwijerathne,SQL,Machine Learning,Programming,ObjectOriented Programming OOP,Computer Science,MongoDB,Deep Learning,Python,Data Structures,Algorithms,Natural Language Processing NLP,Statistics,Data Science,R,Matlab,PyTorch,Amazon Web Services AWS,NumPy,ScikitLearn,NLTK,Flask,Jupyter,Statistical Analysis,pandas,Selenium,Tensorflow,Gradient Boosting,CircleCI,Catboost,LightGBM,Sentry,Spacy,Gensim,Gunicorn,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
141,harrish-selvarajah-a90697157,Java,JavaScript,HTML,Nodejs,Machine Learning,Microsoft Azure,Public Speaking,C,Angular,Python,DevOps,Android,JavaFX,React Native,GitHub,Blockchain,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
142,arun-kumar-9a8282186,Python Programming Language,Machine Learning,Data Analysis,Deep Learning,Natural Language Processing NLP,Artificial Intelligence AI,Chatbot Development,Rasa Platform,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
143,zina-youhan-298b06163,Java,JavaScript,Python Programming Language,PHP,MySQL,HTML,Cascading Style Sheets CSS,Bootstrap,SQL,Git,HTML,Software Development,Teamwork,Leadership,Reactjs,Flutter,docker,WSO Open Banking,WSO API Manager,WSO Identity Access Management,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
144,manthan-ladva-506a04116,C,Python Programming Language,MySQL,Machine Learning,Microsoft Office,Leadership,Public Speaking,C,Flutter,Deep Learning,Arduino,Data Science,Artificial Neural Networks,Image Processing,Computer Vision,Artificial Intelligence AI,Management,TensorFlow,Keras,Web Scraping,Neural Networks,Convolutional Neural Networks CNN,Deep Neural Networks DNN,Chatbot Development,Dart,Embedded C,Beautiful Soup,Public Relations,Rasa,STM,Microcontroller,NLU,ARM Cortex,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
145,yamunadulanjani,Java,C,JavaScript,PHP,MySQL,Cascading Style Sheets CSS,Linux,HTML,Microsoft Word,Software Development,Microsoft Office,Teamwork,Leadership,C,ObjectOriented Programming OOP,MongoDB,Microsoft Excel,Python,Data Structures,Microsoft SQL Server,Amazon Web Services AWS,JavaSE,JUnit,Spring Framework,Hibernate,IntelliJ IDEA,Jenkins,Sonar,Gradle,ASPNET Web API,Stripe Software,JProfiler,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
146,pragatheeswaran-vipulanandan-b47101106,Java,C,Python Programming Language,Machine Learning,Microsoft Office,Teamwork,Leadership,Public Speaking,Project Management,Microsoft Excel,Microsoft PowerPoint,Customer Service,Matlab,Management,Altium Designer,Strategic Planning,Printed Circuit Board PCB Design,Microsoft Visual Studio C,Image processing,biopack,Bio Signal Processing,Geneomic signal Processing,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
147,mohammed-ajmal-p-k-b6b511189,Python Programming Language,HTML,Machine Learning,Data Analysis,C Programming Language,Data Science,pandas,sklearn,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
148,ramandeep-kaur-978037106,SQL,Machine Learning,Data Analysis,Leadership,Deep Learning,Python,Natural Language Processing NLP,Data Visualization,Data Science,Tableau,Statistical Data Analysis,Management,TensorFlow,Keras,Big Data,Web Scraping,ScikitLearn,Neural Networks,NLTK,Image Analysis,MS excel,cTAKES,SNOMEDCT,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
149,ahsan-ali-164a821a2,Java,Python Programming Language,Machine Learning,Data Analysis,C Programming Language,Teamwork,Leadership,C,ObjectOriented Programming OOP,Python,Artificial Intelligence AI,Anaconda,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
150,kasun-weerasooriya-a83600a9,Java,C,HTML,Microsoft Word,Big Data Analytics,Machine Learning,Data Analysis,CSS,C,Project Management,Deep Learning,Python,Data Science,R,Tableau,Matlab,Artificial Intelligence AI,Research,SolidWorks,Big Data,Eclipse,Product Management,Microcontrollers,Verilog,PSpice,NI Multisim,Internet of Things IoT,HFSS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
151,antonyjega12,Java,C,SQL,Machine Learning,Microsoft Azure,Problem Solving,Programming,Teamwork,Project Management,Deep Learning,Python,Data Analytics,R,Artificial Neural Networks,Matlab,OpenCV,Computer Vision,Artificial Intelligence AI,Research,TensorFlow,Altium Designer,Shell Scripting,Amazon Web Services AWS,Printed Circuit Board PCB Design,Teaching,Control Systems Design,Microcontrollers,Renewable Energy,Power systems Analysis,Simulink,Industrial Internet of Things IIoT,Digital Signal Processing,Algorithm Development,Xilinx,PowerWorld,LTSpice,CGIPerl,Prolog,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
152,tharuka-madushan-3a086676,MySQL,Linux,Cloud Computing,Amazon Web Services AWS,Networking,JIRA,AWS,Red Hat Linux,Windows Server,Red Hat Enterprise Linux RHEL,Ansible,System Administration,Linux System Administration,Nagios,Data Center Virtualization,VMware Infrastructure,Data Center Management,Security,VMware vSphere,Data Center,Storage Area Network SAN,Storage,CentOS,Servers Hardning,FreeRADIUS,Network Monitoring Tools,Cacti,HP Proliant,Enterprise Storage,Cicso,Server Hard,HPE,Data Center Architecture,HP Server Hardware,Tape Libraries,Data Recovery,Red Hat Certified Engineer RHCE,Backup Solutions,Dell PowerEdge Servers,Data Backup Solutions,Data Center Infrastructure,Data Center Operations,CommVault,nan,nan,nan,nan,nan,nan,nan,nan,
153,tapan-barman-53a31870,Programming,Management,Team Management,Business Strategy,Strategy,Shell Scripting,Management Consulting,Core Java,Consulting,Startups,Solution Architecture,Oracle EBusiness Suite,Oracle Applications,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
154,upasana-ghosh-b68916169,Java,JavaScript,Git,Linux,Microsoft Azure,Microsoft Office,Microsoft SQL Server,Shell Scripting,JSON,Bash,GitHub,Unix,Jenkins,Azure DevOps,Azure Service Fabric,Terraform,Powershell,Azure iaas,Azure Infrastructure as a Service IaaS,Azure Automation,Git BASH,azure kubernetes service,application gateway,azure paas,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
155,shaodanzhai,Java,C,SQL,Linux,Machine Learning,Programming,C,Computer Science,Python,Data Structures,Algorithms,Data Mining,Numerical Analysis,Statistics,R,Matlab,Research,Mathematics,Distributed Systems,Software Engineering,LaTeX,Artificial Intelligence,C,Natural Language Processing,Information Retrieval,IDL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
156,rumen-paletov-37a2b39a,Java,JavaScript,MySQL,SQL,Git,Machine Learning,Data Analysis,Software Development,Scala,C,Deep Learning,Python,Data Structures,Algorithms,Data Mining,Statistics,Hadoop,Research,Data Modeling,MapReduce,Artificial Intelligence,C,ASPNET,TypeScript,NET,Algorithm Design,Ruby on Rails,Test Driven Development,Ruby,Scalding,WPF,Redis,WCF,RSpec,BDD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
157,ravi3222,C,JavaScript,MySQL,Nodejs,SQL,Git,Machine Learning,Problem Solving,Responsive Web Design,Leadership,Reactjs,MongoDB,Deep Learning,Firebase,Expressjs,Python,Data Structures,Algorithms,Statistics,Data Visualization,Data Science,Data Analytics,Predictive Modeling,Image Processing,OpenCV,Computer Vision,Analytical Skills,Research,TensorFlow,PyTorch,Keras,Storytelling,FullStack Development,ScikitLearn,NLP,Frontend Development,Recurrent Neural Networks RNN,PostgreSQL,Object Detection,Long Shortterm Memory LSTM,CUDA,Video Processing,MaterialUI,Redux,styledcomponents,Ant Design,Options Trading,Trading Strategies,Derivatives Trading,nan,nan,
158,adamnpeace,Java,C,JavaScript,Python Programming Language,PHP,MySQL,HTML,Cascading Style Sheets CSS,AngularJS,Nodejs,SQL,Git,Linux,HTML,Machine Learning,Data Analysis,Software Development,Microsoft Azure,Databases,C Programming Language,Responsive Web Design,Programming,Teamwork,Leadership,Microsoft Excel,Expressjs,Python,Data Structures,Algorithms,Github,Data Science,Research,Mathematics,Amazon Web Services AWS,jQuery,Ionic Framework,Version Control,NoSQL,TypeScript,Application Programming Interfaces,Middleware,Lua,Haskell,Functional Programming,Client Relations,Universities,nan,nan,nan,nan,nan,
159,richa-kushwaha,Java,C,JavaScript,Python Programming Language,MySQL,Cascading Style Sheets CSS,XML,Linux,HTML,Machine Learning,Software Development,Scala,C,Deep Learning,Data Structures,Algorithms,Natural Language Processing NLP,Data Analytics,Tableau,TensorFlow,Keras,Shell Scripting,Spark,ScikitLearn,Bash,Oracle,Latex,Spark MLlib,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
160,akhilesh20yadav12,Python Programming Language,Machine Learning,C Programming Language,Deep Learning,Algorithms,Data Science,Computer Vision,Artificial Intelligence AI,Research,Digital Image Processing,TensorFlow,Pattern Recognition,Docker,Optimization,Probabilistic Models,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
161,arjun-kumar-b904b1131,Python Programming Language,SQL,Machine Learning,Deep Learning,Natural Language Processing NLP,Data Analytics,Machine Learning Algorithms,TensorFlow,Keras,github,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
162,arati-ganesh,Linux,C Programming Language,Microsoft Office,C,Python,Image Processing,Matlab,Computer Vision,Management,TensorFlow,PyTorch,Shell Scripting,Communication,Web Scraping,Teaching,Embedded Systems,Control Systems Design,Digital Signal Processing,Raspberry Pi,ARM CortexM,Robotics,Internet of Things IoT,Embedded C,CUDA,Keil,Robot Operating System ROS,Gazebo,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
163,tianyi-cui,Java,C,MySQL,Git,Machine Learning,Scala,C,Python,Data Mining,Hadoop,Big Data,Caffe,Apache Kafka,LaTeX,MATLAB,Spark,Maven,Docker,AWS,Hdfs,Apache ZooKeeper,Hive Sql,Google Cloud,Unix Shell,Opencv,Assembly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
164,maroisvincent,Git,Machine Learning,Data Analysis,C,ObjectOriented Programming OOP,Project Management,Deep Learning,Python,Algorithms,Natural Language Processing NLP,Computer Vision,Artificial Intelligence AI,Research,PyTorch,LaTeX,Neural Networks,Gestion de projet,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
165,ivanna-chovhan-a093a818a,MySQL,SQL,Microsoft Excel,Python,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
166,walwanga-naftal-4a83b8180,Java,Python Programming Language,Web Development,WordPress,Machine Learning,Data Analysis,English,Leadership,Microsoft Excel,Data Mining,Natural Language Processing NLP,Tableau,Statistical Data Analysis,Artificial Intelligence AI,Analytical Skills,Research,IBM SPSS,R Programming Language,Strategy,SAS,PostgreSQL,Web Analytics,Data Wrangling,GitHub,Ruby,Interpersonal Skills,Training,Google Ads,BigSQL,Google Search,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
167,haricherukuri,Linux,Machine Learning,Data Analysis,Deep Learning,Python,Data Visualization,Hadoop,Hive,Tableau,Google Cloud Platform GCP,PySpark,TensorFlow,PyTorch,Keras,Amazon Web Services AWS,NumPy,ScikitLearn,NoSQL,Neural Networks,Bash,Azure Databricks,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
168,belstrel,Java,SQL,Git,Scala,Python,Hadoop,Hive,Apache Spark,Apache Kafka,Spark,NoSQL,Hibernate,Maven,Apache Flink,REST,Apache Airflow,Redis,JDBC,BigData,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
169,nima-nafisi-3333789,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
170,ashwinkashyap,Java,Machine Learning,Software Development,C,Python,Algorithms,Cloud Computing,Distributed Systems,Agile Methodologies,Software Engineering,Mobile Applications,Information Retrieval,Signal Processing,Startups,User Experience,System Architecture,Video Compression,Streaming Media,Video,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
171,okkah,JavaScript,Git,Linux,HTML,Machine Learning,Problem Solving,CSS,C,Deep Learning,Python,Data Science,Image Processing,OpenCV,Computer Vision,Research,PyTorch,LaTeX,MATLAB,Artificial Intelligence,ScikitLearn,Web Design,Pattern Recognition,Object Detection,Segmentation,Classification,Image Analysis,RD,Data visualization,Web Application,Chainer,WebAPI,Vim,Lecture,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
172,manju-malateshappa,Java,JavaScript,Python Programming Language,MySQL,Cascading Style Sheets CSS,XML,AngularJS,Bootstrap,Big Data Analytics,Machine Learning,Data Analysis,CSS,Teamwork,C,Reactjs,Deep Learning,Scrum,Data Mining,Apache Spark,TensorFlow,Big Data,Agile Methodologies,Amazon Web Services AWS,Communication,HTML,OOP,Matplotlib,ScikitLearn,AJAX,JSON,Object Oriented Design,Seaborn,Talent Management,Visual Analytics,Unit Testing,CSS,Set Top Box,MPEG,Social Inclusion,Mindfulness,Spark Hadoop,panads,nan,nan,nan,nan,nan,nan,nan,nan,nan,
173,nurlan-shagadatov-2b26b011b,Machine Learning,Deep Learning,Python,Statistics,Data Science,PyTorch,Reinforcement Learning,Tensorflow,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
174,averkieff,JavaScript,XML,AngularJS,HTML,Software Development,Python,Microsoft SQL Server,C,jQuery,Web Services,ASPNET MVC,Object Oriented Design,Design Patterns,NET,REST,Test Driven Development,WPF,LINQ,TSQL,IIS,,,Multithreading,Computer Security,MSTest,NUnit,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
175,tanmaysha1,Java,HTML,AngularJS,Nodejs,Web Development,Git,Machine Learning,Data Analysis,Problem Solving,CSS,Leadership,Public Speaking,Project Management,Python,Algorithms,Data Science,Data Analytics,Hadoop,Tableau,Statistical Data Analysis,Management,Microsoft Power BI,Business Analysis,Apache Spark,Communication,Business Intelligence,User Interface Design,Google Analytics,Entrepreneurship,Javascript,Design Thinking,SAP Products,RESTful,Technology Consulting,Frontend Engineering,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
176,aftab-ashraf-av-223386117,Python Programming Language,SQL,Linux,Big Data Analytics,Machine Learning,Data Analysis,Leadership,Microsoft Excel,Deep Learning,Natural Language Processing NLP,Statistics,Data Visualization,Data Science,Data Analytics,R,Artificial Neural Networks,Computer Vision,Artificial Intelligence AI,Analytical Skills,Critical Thinking,Research,Management,Digital Image Processing,Keras,Big Data,Shell Scripting,Engineering,Neural Networks,Convolutional Neural Networks CNN,Bash,Organization Skills,Electronics,Genomics,Ideas Development,KiCAD,Interpersonal Relationships,RNAseq,RNAseq Analysis,Computational Genomics,NGS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
177,karol-gongola-9997b1142,C,MySQL,XML,SQL,Git,Linux,Machine Learning,Databases,Programming,Deep Learning,Python,Scrum,Hadoop,PySpark,TensorFlow,PyTorch,Keras,Cloud Computing,Amazon Web Services AWS,Web Services,Pandas Software,NumPy,Spark,Containerization,Neural Networks,JSON,Convolutional Neural Networks CNN,Deep Neural Networks DNN,Docker,Bash,Recurrent Neural Networks RNN,JIRA,Unix,Jenkins,Apache Airflow,Airflow,Unit Testing,Apache Oozie,Code Review,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
178,oleh-bodilovskyi,C,Software Development,C,Natural Language Processing NLP,Image Processing,Matlab,OpenCV,Artificial Intelligence AI,Digital Image Processing,Engineering,Digital Signal Processors,Embedded Systems,Digital Signal Processing,NI LabVIEW,Internet of Things,Signal Processing,AWS,Video Processing,Amazon Alexa,Biomedical Engineering,Biomedical Devices,Biomedical Electronics,Speech recognition,Computer vision,Multisim,AI bots development,Witai,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
179,gokerguner,Git,Machine Learning,MongoDB,Deep Learning,Python,Data Science,Engineering,Docker,Yapay Zeka,Veritabanlar,Veri Bilimi,Yazlm Gelitirme,Algoritmalar,Amazon Web Hizmetleri AWS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
180,sita-rami-reddy-lankireddy-7b5a0a78,Machine Learning,java,Microsoft Excel,Deep Learning,Python,Hive,Tableau,Image Processing,Statistical Data Analysis,OpenCV,Exploratory Data Analysis,Apache Spark,Natural Language Processing,R language,Recommender Systems,Market mix modelling,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
181,faten-ghriss,Python Programming Language,AngularJS,Linux,Software Development,Leadership,Public Speaking,Project Management,Deep Learning,Python,Google Cloud Platform GCP,Cloud Computing,Communication,Deep Reinforcement Learning,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
182,atharvap6,C,MySQL,SQL,Linux,Microsoft Word,Machine Learning,Databases,C Programming Language,Programming,Microsoft Office,Leadership,C,Project Management,Microsoft Excel,Customer Service,Deep Learning,Python,Data Structures,Algorithms,Data Visualization,Data Science,PowerPoint,Computer Vision,Research,Management,Mathematics,Machine Learning Algorithms,TensorFlow,MATLAB,Web Scraping,GNU Octave,Penetration Testing,Kali Linux,General Adversarial Networks,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
183,hari-babu-muga-a6721889,C,MySQL,HTML,Microsoft Word,WordPress,Machine Learning,Data Analysis,Programming,Microsoft Office,Leadership,Public Speaking,Microsoft Excel,Microsoft PowerPoint,Deep Learning,Python,Natural Language Processing NLP,ElasticSearch,PowerPoint,R,Support Vector Machine SVM,Image Processing,Statistical Modeling,Computer Vision,Management,Apache Spark,TensorFlow,PyTorch,Photoshop,Convolutional Neural Networks CNN,XGBoost,keras,Long Shortterm Memory LSTM,Audacity,Logstash,Kibana,Elastic Stack ELK,Regular Expressions,Sony Vegas,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
184,sofiane-abbar-3890396,Java,C,SQL,Linux,Machine Learning,Software Development,Databases,Programming,C,Computer Science,Python,Algorithms,Software Engineering,LaTeX,Artificial Intelligence,Information Retrieval,Recommender Systems,Personalization,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
185,arjun-kini-367107131,Data Analysis,Programming,Python,Team Leadership,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
186,fbocci,Data Analysis,Public Speaking,Research,Self Learning,Proactive Leader,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
187,larion-babych-7708b924,SQL,Git,Machine Learning,Data Analysis,Programming,ObjectOriented Programming OOP,Deep Learning,Python,Algorithms,Data Mining,Data Science,OpenCV,Computer Vision,Mathematics,Machine Learning Algorithms,TensorFlow,Keras,NumPy,ScikitLearn,Core Java,SciPy,Pandas,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
188,abhirupkamath,Java,C,JavaScript,PHP,MySQL,Cascading Style Sheets CSS,SQL,Linux,HTML,Machine Learning,Data Analysis,Programming,Microsoft Office,Leadership,Public Speaking,C,Computer Science,Deep Learning,BackEnd Web Development,Python,Data Structures,Algorithms,Github,Natural Language Processing NLP,Data Science,Data Analytics,Image Processing,Computer Vision,Artificial Intelligence AI,Management,TensorFlow,Ubuntu,PyTorch,Keras,Convolutional Neural Networks CNN,Object Detection,Internet of Things IoT,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
189,vinokurov-nikita,MySQL,SQL,Machine Learning,C,Python,Data Mining,Statistics,Data Visualization,Hadoop,HBase,Apache Pig,R,Time Series Analysis,Computer Vision,Apache Spark,JavaSE,NLP,PostgreSQL,Information Retrieval,Speech Recognition,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
190,sandhya-jayaraman-25929b177,MySQL,python,Machine Learning,Microsoft Excel,Statistics,Data Analytics,Hadoop,R language,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
191,jmshi,C,Linux,Data Engineering,Data Analysis,Photography,Science,Programming,C,Python,Algorithms,Numerical Analysis,Statistics,Data Science,Mathematica,Mathematical Modeling,Apache Spark,Shell Scripting,Apache Kafka,LaTeX,Physics,Writing,Frontend Development,Simulations,GNU Make,Cassandra,Visualization,Infrastructure,Drawing,High Performance Computing,flask,git,MPI,Data Streaming,Parallel Computing,Scientific Computing,Sketching,IDL,Fortran,IDL programming,Calligraphy,Language Teaching,Badminton,Designs,Fluid Dynamics,Astrophysics,nan,nan,nan,nan,nan,nan,
192,irlapati-vijay,SQL,Linux,HTML,Machine Learning,English,Microsoft Office,Leadership,Deep Learning,Python,Data Mining,Natural Language Processing NLP,Data Science,Data Analytics,Artificial Neural Networks,Computer Vision,Artificial Intelligence AI,Research,Management,Analytics,TensorFlow,Keras,Big Data,Data Modeling,Communication,ScikitLearn,Deep Neural Networks DNN,Natural Language Understanding,Recurrent Neural Networks RNN,Recommender Systems,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
193,ericyuegu,JavaScript,AngularJS,Nodejs,SQL,Linux,HTML,Machine Learning,Data Analysis,Software Development,Public Speaking,Python,R,Tableau,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
